Site,Volume,Page(s),Type,Area,Cult age,Age max [ka],Age dated min [ka],Age [ka BP],Longitude,Latitude
P006346,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.007,36.055
P006347,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.165,36.086
P006348,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.356,36.01
P006349,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.457,36.085
P006350,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.602,36.145
P006351,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.621,36.185
P006352,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.642,36.655
P006353,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.717,36.568
P006354,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.723,36.453
P006355,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.791,36.403
P006356,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.797,36.376
P006357,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.727,36.297
P006358,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.7,36.284
P006359,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.943,36.275
P006360,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.893,36.108
P006361,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,108.059,36.571
P006362,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,108.012,36.411
P006363,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,108.026,36.465
P006364,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,108.203,36.529
P006365,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,108.61,36.17
P006366,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,108.451,36.019
P006367,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,108.245,36.053
P006368,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,108.211,36.042
P006369,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,108.191,36.03
P006370,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.475,36.42
P006371,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.885,36.061
P006372,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.976,36.075
P006373,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.873,36.016
P006374,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,108.115,36.143
P006375,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.982,36.023
P006376,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.014,36.013
P006377,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.94,36.023
P006378,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.957,35.979
P006379,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.993,35.967
P006380,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.977,35.943
P006381,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.012,35.948
P006382,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.003,35.901
P006383,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.029,35.882
P006384,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.055,35.907
P006385,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.061,35.989
P006386,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.107,35.982
P006387,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.118,35.949
P006388,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.093,36.002
P006389,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.046,35.954
P006390,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.073,35.923
P006391,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.177,35.869
P006392,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.289,35.827
P006393,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.255,35.918
P006394,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.261,35.96
P006395,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.382,35.909
P006396,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.392,35.823
P006397,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.482,35.834
P006398,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.583,35.823
P006399,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.624,35.814
P006400,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.744,35.904
P006401,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.951,35.918
P006402,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.921,35.88
P006403,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.992,35.808
P006404,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,108.061,35.696
P006405,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,108.183,35.681
P006406,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,108.288,35.649
P006407,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,108.092,35.542
P006408,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,108,35.509
P006409,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.971,35.473
P006410,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.963,35.341
P006411,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,108.008,35.33
P006412,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.989,35.307
P006413,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,108.146,35.439
P006414,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,108.225,35.465
P006415,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,108.3,35.446
P006416,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,108.413,35.379
P006417,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,108.302,35.326
P006418,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,108.435,35.51
P006419,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,108.404,35.503
P006420,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,108.387,35.46
P006421,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,108.318,35.504
P006422,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.878,35.87
P006423,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.899,35.756
P006424,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.948,35.797
P006425,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.941,35.732
P006426,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.044,35.802
P006427,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.041,35.726
P006428,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.105,35.731
P006429,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.151,35.686
P006430,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.196,35.69
P006431,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.175,35.665
P006432,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.124,35.644
P006433,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.188,35.611
P006434,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.219,35.598
P006435,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.385,35.713
P006436,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.43,35.764
P006437,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.59,35.781
P006438,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.611,35.758
P006439,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.602,35.738
P006440,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.66,35.736
P006441,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.548,35.711
P006442,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.578,35.706
P006443,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.732,35.736
P006444,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.752,35.7
P006445,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.694,35.686
P006446,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.674,35.649
P006447,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.685,35.622
P006448,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.724,35.613
P006449,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.75,35.644
P006450,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.617,35.554
P006451,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.801,35.558
P006452,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.833,35.615
P006453,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.853,35.545
P006454,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.83,35.505
P006455,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.96,35.544
P006456,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.784,35.398
P006457,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.745,35.469
P006458,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.74,35.506
P006459,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.694,35.45
P006460,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.933,35.299
P006461,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.904,35.286
P006462,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.889,35.259
P006463,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.864,35.263
P006464,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.829,35.279
P006465,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.862,35.325
P006466,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.967,35.166
P006467,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.045,35.187
P006468,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.076,35.237
P006469,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.09,35.196
P006470,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.166,35.189
P006471,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.163,35.21
P006472,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.131,35.189
P006473,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.117,35.165
P006474,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.087,35.143
P006475,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.108,35.117
P006476,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.063,35.064
P006477,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.152,35.093
P006478,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.161,35.122
P006479,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.15,35.142
P006480,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.199,35.126
P006481,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.24,35.146
P006482,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.267,35.159
P006483,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.247,35.187
P006484,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.225,35.179
P006485,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.193,35.164
P006486,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.215,35.218
P006487,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.129,35.097
P006488,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.138,35.011
P006489,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.236,34.998
P006490,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.291,34.997
P006491,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.329,35.045
P006492,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.341,35.009
P006493,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.322,35.074
P006494,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.308,35.107
P006495,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.31,35.129
P006496,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.31,35.152
P006497,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.275,35.136
P006498,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.41,35.035
P006499,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.386,35.025
P006500,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.391,35.005
P006501,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.026,35.311
P006502,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.026,35.272
P006503,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.239,35.092
P006504,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.371,35.149
P006505,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.353,35.17
P006506,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.358,35.187
P006507,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.343,35.209
P006508,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.368,35.219
P006509,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.383,35.194
P006510,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.4,35.172
P006511,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.414,35.154
P006512,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.425,35.179
P006513,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.457,35.186
P006514,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.488,35.172
P006515,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.514,35.139
P006516,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.474,35.149
P006517,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.446,35.145
P006518,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.251,35.113
P006519,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.343,35.109
P006520,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.375,35.119
P006521,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.418,35.13
P006522,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.386,35.086
P006523,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.416,35.091
P006524,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.386,35.052
P006525,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.366,35.065
P006526,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.451,35.117
P006527,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.449,35.091
P006528,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.487,35.106
P006529,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.519,35.104
P006530,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.547,35.101
P006531,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.55,35.029
P006532,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.515,35.063
P006533,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.442,35.064
P006534,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.406,35.065
P006535,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.474,35.082
P006536,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.469,35.056
P006537,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.446,35.035
P006538,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.428,35.008
P006539,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.454,34.992
P006540,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.512,34.982
P006541,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.48,35.006
P006542,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.477,35.03
P006543,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.499,35.03
P006544,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.683,34.961
P006545,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.662,35.007
P006546,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.737,35.019
P006547,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.762,35.037
P006548,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.768,35.061
P006549,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.802,35.004
P006550,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.79,35.025
P006551,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.824,35.017
P006552,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.131,35.386
P006553,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.174,35.392
P006554,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.177,35.369
P006555,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.193,35.412
P006556,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.17,35.435
P006557,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.204,35.384
P006558,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.234,35.4
P006559,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.222,35.438
P006560,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.249,35.446
P006561,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.301,35.423
P006562,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.297,35.453
P006563,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.333,35.468
P006564,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.332,35.503
P006565,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.325,35.538
P006566,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.356,35.52
P006567,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.384,35.507
P006568,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.379,35.476
P006569,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.416,35.473
P006570,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.439,35.477
P006571,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.463,35.489
P006572,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.49,35.495
P006573,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.492,35.471
P006574,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.494,35.519
P006575,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.482,35.536
P006576,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.45,35.551
P006577,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.437,35.526
P006578,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.422,35.586
P006579,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.395,35.626
P006580,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.296,35.613
P006581,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.593,35.486
P006582,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.55,35.487
P006583,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.568,35.465
P006584,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.613,35.424
P006585,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.57,35.38
P006586,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.532,35.388
P006587,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.508,35.407
P006588,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.485,35.439
P006589,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.454,35.426
P006590,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.424,35.404
P006591,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.357,35.393
P006592,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.412,35.357
P006593,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.444,35.345
P006594,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.369,35.313
P006595,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.341,35.353
P006596,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.304,35.354
P006597,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.323,35.304
P006598,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.278,35.34
P006599,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.247,35.344
P006600,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.224,35.354
P006601,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.194,35.301
P006602,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.225,35.314
P006603,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.24,35.293
P006604,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.261,35.312
P006605,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.35,35.276
P006606,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.365,35.252
P006607,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.389,35.27
P006608,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.433,35.27
P006609,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.454,35.278
P006610,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.481,35.283
P006611,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.517,35.277
P006612,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.548,35.292
P006613,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.575,35.271
P006614,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.559,35.259
P006615,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.591,35.29
P006616,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.601,35.315
P006617,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.575,35.318
P006618,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.615,35.25
P006619,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.642,35.262
P006620,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.653,35.284
P006621,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.689,35.273
P006622,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.674,35.201
P006623,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.533,35.211
P006624,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.585,35.199
P006625,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.58,35.135
P006626,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.629,35.167
P006627,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.58,35.098
P006628,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.608,35.116
P006629,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.63,35.13
P006630,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.664,35.121
P006631,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.657,35.143
P006632,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.703,35.131
P006633,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.725,35.076
P006634,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.717,35.103
P006635,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.67,35.086
P006636,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.635,35.064
P006637,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.703,35.054
P006638,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.778,34.974
P006639,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.759,35.01
P006640,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.813,34.979
P006641,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.844,34.994
P006642,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.679,35.361
P006643,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.69,35.337
P006644,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.616,35.361
P006645,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.634,35.332
P006646,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.664,35.315
P006647,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.655,35.211
P006648,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.392,35.546
P006649,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.171,35.53
P006650,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.14,35.539
P006651,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.116,35.51
P006652,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.136,35.496
P006653,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.173,35.499
P006654,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.202,35.527
P006655,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.185,35.552
P006656,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.088,35.58
P006657,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.053,35.61
P006658,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.94,35.69
P006659,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.94,35.653
P006660,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.986,35.607
P006661,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,107.042,35.555
P006662,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.999,35.559
P006663,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.981,35.556
P006664,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.996,35.532
P006665,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.968,35.525
P006666,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.909,35.566
P006667,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.903,35.592
P006668,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.879,35.613
P006669,Gansu,72-73,general map,complete province,Qijia,4,3.9,3.95,106.748,35.65
